15.,,Holenda Karmen,OPEN,OK Varaždin,CRO,58:39,+35:45
16.,,Omerèiæ Alan,OPEN,Maksimir,CRO,59:36,+36:42
17.,,Lah Mario,OPEN,OK Varaždin,CRO,62:19,+39:25
18.,,Omerèiæ Helena,OPEN,Maksimir,CRO,63:45,+40:51
19.,,Fejziæ Hana,OPEN,Maksimir,CRO,63:54,+41:00
20.,,Mašiæ Asmir,OPEN,Maksimir,CRO,184:02,+161:08
,,Samardžiæ Marija,OPEN,Maksimir,CRO,dns,
,,Baburek Gabrijela,OPEN,JAP,CRO,mp,
1.,,Vukeliæ Dora,Ž12,Maksimir,CRO,20:13,
2.,,Hodak Mirta,Ž12,Vihor,CRO,30:45,+10:32
3.,,Vidakoviæ Majda,Ž12,KAP,CRO,32:42,+12:29
4.,,Potrebica Ema,Ž12,OK Varaždin,CRO,34:35,+14:22
5.,,Težak Magdalena,Ž12,Vihor,CRO,34:54,+14:41
6.,,Balaban Iva,Ž12,OK Sova,CRO,54:45,+34:32
1.,,Jerkoviæ Periæ Olga,Ž14,KAP,CRO,26:09,
2.,,Kukec Marta,Ž14,Vihor,CRO,31:30,+05:21
3.,,Kaniški Laura,Ž14,Maksimir,CRO,33:35,+07:26
4.,,Balaban Ana,Ž14,OK Sova,CRO,36:07,+09:58
1.,,Pavlin Paula,Ž16,Vihor,CRO,51:31,
2.,,Lesjak Jelena,Ž16,JAP,CRO,100:31,+49:00
3.,,Magdiæ Govedarica Eva,Ž16,JAP,CRO,106:30,+54:59
1.,,Tišljar Ana,Ž20,ORI,CRO,54:14,
2.,,Lovrec Iva,Ž20,Vihor,CRO,73:49,+19:35
3.,,Lovrec Mia,Ž20,Vihor,CRO,75:20,+21:06
4.,,Ivkoviæ Sara,Ž20,OK Sova,CRO,118:02,+63:48
1.,,Paviæ Mirja,Ž21A,JAP,CRO,59:12,
2.,,Vukmanoviæ Vinka,Ž21A,KAP,CRO,65:03,+05:51
3.,,Ocvirk Pia,Ž21A,JAP,CRO,68:49,+09:37
4.,102,Štambuk Iva,Ž21A,IME,CRO,76:32,+17:20
5.,101,Lesjak Sonja,Ž21A,JAP,CRO,84:31,+25:19
6.,,Orliæ Antonija,Ž21A,BJE,CRO,85:28,+26:16
1.,,Kopjar Marina,Ž21B,IME,CRO,38:36,
2.,,Ulrich Cveniæ Ivana,Ž21B,KAP,CRO,52:37,+14:01
3.,,Jandreèiæ Nola,Ž21B,JAP,CRO,58:30,+19:54
4.,,Dukiæ Višnja,Ž21B,KAP,CRO,65:52,+27:16
5.,,Pongrac Maja,Ž21B,JAP,CRO,93:45,+55:09
,103,Melmajer Nastasija,Ž21B,OK Sova,CRO,dnf,
1.,,Ocvirk Eva,Ž35,JAP,CRO,57:09,
2.,,Gobec Ivana,Ž35,Vihor,CRO,58:18,+01:09
3.,,Berženji Sanda,Ž35,KAP,CRO,59:51,+02:42
4.,,Šantiæ Nikolina,Ž35,BJE,CRO,61:19,+04:10
5.,,Popoviæ Budi Daniela,Ž35,JAP,CRO,63:48,+06:39
6.,,Seražin Korper Sabina,Ž35,,,72:35,+15:26
7.,,Sertiæ Ivana,Ž35,KAP,CRO,76:19,+19:10
8.,,Krš Sanja,Ž35,Vihor,CRO,77:35,+20:26
9.,,Jakšiæ Mirka,Ž35,Maksimir,CRO,81:15,+24:06
10.,,Kušt Maja,Ž35,Vihor,CRO,84:48,+27:39
11.,,Kiš Marta,Ž35,Vihor,CRO,104:31,+47:22
12.,,Stipic Bernardica,Ž35,Vihor,CRO,129:03,+71:54
13.,,Stupalo Vlatka,Ž35,Vihor,CRO,135:00,+77:51
14.,,Gajdek Željka,Ž35,OK Jelen,CRO,144:02,+86:53
,,Holjevac-Gaguliæ Tajana,Ž35,Maksimir,CRO,dnf,
,,Sršen Matea,Ž35,Vihor,CRO,dns,
,,Cini Fabiana,Ž35,Maksimir,CRO,dns,
,,Potrebica Tanja,Ž35,OK Varaždin,CRO,mp,
1.,,Lovrec Darinka,Ž45,Vihor,CRO,58:02,
2.,,Kuzmaniæ Ivana,Ž45,JAP,CRO,62:43,+04:41
3.,,Cvitkoviæ Maja,Ž45,Vihor,CRO,65:29,+07:27
4.,,Ebenspanger Emilija,Ž45,KAP,CRO,68:28,+10:26
5.,,Kraintz Evelyn,Ž45,Maksimir,CRO,69:05,+11:03
6.,,Fabek Branka,Ž45,JAP,CRO,75:15,+17:13
7.,,Vendler Èepelak Željka,Ž45,Maksimir,CRO,75:24,+17:22
8.,,Èuljak Gross Mladenka,Ž45,KAP,CRO,78:35,+20:33
9.,,Jurkoviæ Gros Senka,Ž45,SLJ,CRO,82:46,+24:44
10.,,Glinska Beata Adrianna,Ž45,KAP,CRO,88:23,+30:21
11.,,Kabalin Boreniæ Višnja,Ž45,Maksimir,CRO,97:12,+39:10
12.,,Vuk Srebrenka,Ž45,KAP,CRO,99:36,+41:34
13.,,Franc Vera,Ž45,KAP,CRO,102:16,+44:14
